Article Count,Article ID,Publication Date,Title,Keywords,Abstract
191,35975248,2022-08-18,ASSOCIATION BETWEEN HASHIMOTO'S THYROIDITIS AND PAPILLARY THYROID CANCER: A SINGLE CENTER EXPERIENCE.,"Hashimoto thyroiditis"", ""papillary thyroid cancer"", ""thyroid fine needle aspiration biopsy"", ""thyroid nodule","To investigate the association between papillary thyroid cancer (PTC) and Hashimoto's thyroiditis (HT).
This study is a retrospective study that conducted during 7 consecutive years with a median 119.5 months follow-up.
Patients who underwent thyroidectomy in Dokuz Eylül University Hospital during 7 consecutive years were included. Patients' demographics, biochemical, radiological, and pathological results were retrospectively assessed.
Four hundred sixty nine patients were evaluated. Among 469 patients who underwent thyroidectomy, 132 (28.1%) were malignant, while 182 patients were diagnosed with HT (38.8%). PTC was ranked first at 92.4% (n: 122). The prevalence of HT was 54.9% in patients with PTC and 33.1% in patients without PTC diagnosis (p<0.001). Younger age and the presence of HT were independently associated with PTC. The presence of HT was associated with increased risk of development of PTC (OR: 2.2, %95 CI: 1.4-3.5, p<0.001) but not with TNM stage or recurrence. Lymph node metastasis at presentation was the strongest predictor of recurrence (OR: 13.9, CI: 3.5-54.6, p<0.001).
HT was an independent risk factor for development of PTC. According to our findings, HT patients (particularly with nodular HT) should be observed carefully and thyroid fine needle aspiration biopsy (TFNAB) should be encouraged if necessary."
192,35974865,2022-08-18,Two PerPLEXing Cases of Hashimoto's Encephalopathy Unresponsive to Steroid and Intravenous Immunoglobulin Therapy.,"acute encephalitis"", ""altered mental status evaluation"", ""encephalopathy"", ""encephalopathy with autoimmune thyroid disease"", ""hashimoto’s encephalopathy"", "" hashimoto’s thyroiditis","Hashimoto's encephalopathy is a nebulous entity over which much controversy exists. Often referred to as steroid-responsive encephalopathy associated with autoimmune thyroiditis (SREAT), it describes a myriad of neurological sequelae that typically are observed to occur in patients with the presence of thyroid antibodies. We aim to raise clinical awareness of this seldom diagnosed entity as a potential etiology for altered mental status in patients who present with supporting clinical features and elevated thyroid antibodies. While steroid responsiveness is deemed a typical presenting feature of this medical condition, our cases aim to describe two cases that required escalation of therapy to intravenous immunoglobulins, and ultimately, plasmapheresis therapy for improvement in their clinical status. Our patients had a dramatic improvement in their mentation within three to four sessions of plasmapheresis, improving rapidly toward their baseline. Such a dramatic improvement, coupled with the corresponding reduction in their thyroid antibody titer supports the diagnosis of Hashimoto's encephalopathy and highlights the importance of having a low clinical threshold for the diagnosis of this entity in patients who, despite extensive evaluation, reveal no apparent cause for their altered mental status."
193,35971349,2022-08-17,Lingering Effects: Hashimoto's Encephalopathy.,"hashimoto’s encephalitis"", ""hashimoto’s encephalopathy"", ""long term complication"", ""long-term follow up"", ""rare autoimmune disease","Hashimoto's encephalopathy (HE), also known as steroid-responsive encephalopathy associated with autoimmune thyroiditis (SREAT), is a rare autoimmune disease that remains poorly understood. Here, we report a patient who experienced numerous comatose relapses early in the disease course. Despite prolonged corticotherapy, cognitive deficits have persisted through the two-year post-diagnosis follow-up. This case highlights the protracted nature of HE."
194,35965566,2022-08-16,Association between hashimoto thyroiditis and differentiated thyroid cancer: A single-center experience.,"differentiated thyroid cancer"", ""hashimoto thyroiditis"", ""papillary thyroid cancer"", ""thyroid"", ""thyroid surgery","Hashimoto's thyroiditis is the most common cause of hypothyroidism in the iodine-sufficient areas of the world. Differentiated thyroid cancer is the most common thyroid cancer subtype, accounting for more than 95% of cases, and it is considered a tumor with a good prognosis, although a certain number of patients experience a poor clinical outcome. Hashimoto's thyroiditis has been found to coexist with differentiated thyroid cancer in surgical specimens, but the relationship between these two entities has not yet been clarified. Our study aims to analyze the relationship between these two diseases, highlighting the incidence of histological diagnosis of Hashimoto thyroiditis in differentiated thyroid cancer patients, and assess how this autoimmune disorder influences the risk of structural disease recurrence and recurrence rate."
195,35949967,2022-08-12,An uncommon case of primary biliary cirrhosis and Hashimoto thyroiditis followed by the concurrent onset of multiple sclerosis and Sjögren syndrome.,"Autoimmune disease"", ""Sjögren syndrome"", ""multiple sclerosis"", ""neurological rehabilitation","A 51-year-old woman with a diagnosis of primary biliary cirrhosis and Hashimoto thyroiditis followed by concurrent onset of multiple sclerosis and Sjögren syndrome for seven years was admitted. The patient was treated with pulse steroid and cyclophosphamide combined with a physical therapy program. This is a case of four autoimmune diseases coexisting in a single patient, a finding which has not previously been described in the literature. This combination of autoimmune diseases should be kept in mind in patients with the relevant symptoms and signs of each to provide early diagnosis and appropriate treatment."
196,35946002,2022-08-11,Orthostatic Myoclonic Jerks in a Case of Hashimoto's Encephalopathy.,"Hashimoto's encephalopathy"", ""antithyroid peroxidase antibodies"", ""extrapyramidal"", ""jerks"", ""myoclonus","Hashimoto's encephalopathy (HE) is an uncommon syndrome with the characteristic triad of positive antithyroid antibodies (most commonly antibodies to thyroid peroxidase), response to steroids, and clinical picture presenting either as stroke-like pattern of focal neurological deficit or slowly progressive cognitive impairment. Myoclonus or tremors, seizures, and psychosis are other associated features which can be seen in HE. Herein, we report a girl with an uncommon presentation of orthostatic axial and myoclonic jerks in bilateral lower limbs in a case of HE."
197,35918735,2022-08-03,Diabetic ketoacidosis as first presentation of latent autoimmune diabetes in adults in a patient with hashitoxicosis as first presentation of Hashimoto's thyroiditis: a case report.,"Case report"", ""Diabetic ketoacidosis"", ""Hashimoto’s disease"", ""Hashitoxicosis"", ""LADA","Latent autoimmune diabetes in adults is an infrequent form of autoimmune diabetes mellitus, while Hashimoto's thyroiditis, the most common thyroid disease in adults, rarely manifests as thyrotoxicosis. The concurrent initial presentation of these two autoimmune disorders is extremely rare.
A 29-year-old male of Albanian descent presented after being hospitalized owing to diabetic ketoacidosis. The diagnosis of type 1 diabetes mellitus was placed, and intensified insulin therapy was initiated. Medical history was not of significance except a 5 kg weight loss within 2 months. The patient presented with recurrent episodes of hypoglycemia, and the doses of preprandial and basal insulin were reduced. The differential diagnosis included type 1 diabetes mellitus ""honeymoon"" period or another type of diabetes mellitus. His serological tests only revealed positive autoantibodies against glutamic acid decarboxylase 65 and C-peptide. The diagnosis leaned toward latent autoimmune diabetes in adults, and the therapeutic approach involved cessation of preprandial insulin therapy, regulation, and subsequent discontinuation of basal insulin and introduction of metformin. Two years later, basal insulin was reintroduced along with a glucagon-like peptide-receptor agonist and metformin. Further physical examination during the initial visit disclosed upper limb tremor, lid lag, excessive sweating, increased sensitivity to heat, and tachycardia. Laboratory tests were indicative of hashitoxicosis (suppressed level of thyroid-stimulating hormone, high levels of total and free thyroid hormones, positive anti-thyroglobulin and anti-thyroid peroxidase, and negative anti-thyroid-stimulating hormone receptor). Thyroid-stimulating hormone level was spontaneously restored, but an increase was observed during follow-up. Levothyroxine was administrated for 2 years until the patient had normal thyroid function.
The prevalence of thyroid autoantibodies in patients with latent autoimmune diabetes in adults ranges from 20% to 30%. This correlation can be attributed to genetic involvement as well as disorders of immune tolerance to autoantigens. Hence, this report gives prominence to the holistic approach and consideration of comorbidities in patients with diabetes mellitus."
198,37906857,2022-08-01,[Development of nephrotic syndrome in a patient with Hashimoto's Thyroiditis].,N/A,"The development of nephrotic syndrome in concomitance with Hashimoto's thyroiditis is an in frequent association in the pediatric age.
To report an infrequent complication of au toimmune thyroiditis, such as the appearance of nephrotic syndrome.
A 10-year-old patient presenting with nephrotic syndrome and goiter. A history of autoimmune thyroiditis and un treated hypothyroidism was detected. Corticosteroid and hormone replacement therapy (levothyro- xine) is started, achieving a good clinical and laboratory response.
Autoimmune thyroi ditis impacts renal physiology through immunological and non-immunological mechanisms. At the same time, renal repercussions can affect thyroid function. The importance of this communication lies in reporting an infrequent complication of autoimmune thyroiditis, such as the appearance of nephrotic syndrome."
199,35903279,2022-07-30,Cancer Risk in Hashimoto's Thyroiditis: a Systematic Review and Meta-Analysis.,"Hashimoto’s thyroiditis"", ""cancer risk"", ""meta-analysis"", ""observational study"", ""systematic review","Research data suggest that patients with Hashimoto's thyroiditis may increase the risk of cancer. However, existing research is inconsistent with this view. Therefore, to investigate the effect of Hashimoto's thyroiditis on the risk of developing cancer, we conducted this study.
We searched the PubMed and Embase databases from database establishment until March 2022. After rigorous literature screening by two authors, 23 studies that met the inclusion criteria were identified, and the required data were independently extracted.
We retrieved 3591 records, and after the screening, 11 case-control studies and 12 cohort studies were included in the analysis. Data analysis suggested that patients with Hashimoto's thyroiditis had an increased risk of developing breast cancer, urogenital cancer, digestive organs cancer, hematologic cancer, and a low risk of respiratory cancers.
This systematic review and meta-analysis showed that patients with HT may have a significantly increased risk of thyroid cancer, breast cancers, lung cancer, digestive system cancer, urogenital cancers, blood cancers, and prolactinoma people without HT.
https://www.crd.york.ac.uk/prospero/, identifier CRD 42022320741."
200,35902455,2022-07-29,Role of papillary thyroid carcinoma patients with Hashimoto thyroiditis: evaluation of oxidative stress and inflammatory markers.,"Hashimoto's thyroiditis"", ""Inflammatory markers"", ""Oxidative stress"", ""Papillary thyroid carcinoma","Papillary thyroid carcinoma (PTC) is the most frequent subtype of thyroid cancer; Hashimoto's thyroiditis (HT), autoimmune disease, commonly affects the thyroid gland; there is possibly a correlation between both, but the exact mechanisms that involve this relationship are still under debate. Since oxidative stress (OS) and the inflammatory environment participate in the development of several types of cancer, the objective of the present study was to establish the microenvironment and systemic participation of OS and inflammatory markers in patients with PTC and HT.
Blood and tissue samples were collected from 115 patients: BENIGN (n = 63); PTC (n = 27); HT (n = 15) and PTC + HT (n = 10), and sixty-three were samples from healthy individuals (control group).
Superoxide dismutase, Catalase, reduced Glutathione, markers of lipid peroxidation and inflammation were evaluated in blood. Immunohistochemistry was performed on 3-nitrotyrosine, 4-hydroxynonenal, Ki-67 and VEGF. The results indicate that antioxidant enzymes were more active in groups with thyroid disorders compared to control, while the concentration of Reduced glutathione was reduced in BENIGN and PTC groups. When PTC and PTC + HT groups were analyzed, no significant differences were found in relation to the antioxidant defense and inflammatory markers. The ability to contain the induced lipid peroxidation was lower and a high level of malondialdehyde was observed in the PTC group. All immunohistochemical markers had higher scores in the PTC group compared to PTC + HT.
There was a more pronounced presence of OS and a greater activity of cell proliferation and angiogenesis markers in PTC than in PTC + HT group."
201,35893871,2022-07-28,Prevalence of Lactose Intolerance in Patients with Hashimoto Thyroiditis and Impact on LT4 Replacement Dose.,"hypothyroidism"", ""lactose breath test"", ""lactose intolerance"", ""levothyroxine","Purpose: to determine lactose intolerance (LI) prevalence in women with Hashimoto’s thyroiditis (HT) and assess the impact of LI on LT4 replacement dose. Methods. consecutive patients with HT underwent Lactose Breath Test and clinical/laboratory data collection. Unrelated gastrointestinal disorders were carefully ruled out. Lactose-free diet and shift to lactose-free LT4 were proposed to patients with LI. Results: we enrolled 58 females (age range, 23−72 years) with diagnosis of HT. In total, 15 patients were euthyroid without treatment, and 43 (74%) euthyroid under LT4 (30 of them with a LT4 formulation containing lactose). Gastrointestinal symptoms were present in 84.5% of patients, with a greater prevalence in change in bowel habits in lactose-intolerant patients (p < 0.0001). The cumulative LT4 dose required did not differ in patients with or without LI. No significant difference in both TSH values and LT4 dose were observed in patients shifted to lactose-free LT4 and diet at 3 and 6 months compared to baseline. Conclusion: the prevalence of LI in patients with HT was 58.6%, not different from global prevalence of LI. In the absence of other gastrointestinal disorders, LI seems not to be a major cause of LT4 malabsorption and does not affect the LT4 required dose in HT patients."
202,35889825,2022-07-28,Assessment of the Effect of Selenium Supplementation on Production of Selected Cytokines in Women with Hashimoto's Thyroiditis.,"Hashimoto’s thyroiditis"", ""PLS model"", ""T cells"", ""autoimmune process"", ""cytokines"", ""immune system"", ""selenium"", ""sodium selenite (IV)"", ""thyroid disease","The impact of selenium on the course of Hashimoto's thyroiditis (HT) was mainly assessed by monitoring the titer of antithyroid autoantibodies in most of the studies conducted hitherto. On the other hand, the imbalance in activity of T cells such as Th1, Th2, Th17, and Treg may be relevant in the pathogenesis of this disease. Hence, the assessment of changes in the secretion of cytokines by these cells during selenium supplementation in patients with HT seems to be an important issue and was the main goal of this study. A further aim was to search for correlations among these cytokines, as well as markers of thyroid function, selenium/iodine status in the body, and other biochemical parameters. The group of 29 women with newly diagnosed Hashimoto's thyroiditis was supplemented with selenium in a dose of 100 µg/day for 6 months. Immunological parameters: interferon γ, tumor necrosis factor α, chemokine CXCL10, interleukin 4, interleukin 1β, interleukin 17, transforming growth factor β, and C-reactive protein, as well as selenium status parameters were determined in serum twice, i.e., before and after supplementation. Selenium supplementation was associated with a change in the production of two cytokines: interferon γ and interleukin 1β, for which a decrease and an increase in concentration were observed, respectively. The partial least squares (PLS) model revealed the presence of many relevant correlations among analyzed parameters. The stage of HT development, degree of thyroid dysfunction, and selenium supplementation of diet are interdependent factors which shape the profile of some cytokines secreted by cells participating in the autoimmunity process."
203,35874691,2022-07-26,Regulatory B Cells in Systemic Sclerosis Isolated or Concomitant With Hashimoto Thyroiditis.,"B regulatory cells"", ""Hashimoto’s thyroiditis"", ""Th17"", ""polyautoimmunity"", ""systemic sclerosis","Systemic sclerosis (SSc) is a systemic autoimmune disease in which gastrointestinal disorders represent a complication in up to 90% of patients. SSc may associate with thyroid autoimmune disorders, with Hashimoto's thyroiditis (HT) being the more prevalent worldwide. Previous studies have examined the behavior of Th17 lymphocytes and Breg cells in patients with HT and concomitant autoimmune organ-specific disorders. These immune phenotypes seem to play a significant role in the pathogenesis of both these autoimmune processes, but their behavior when these two disorders coexist has not been described. We analyzed Th17 and Breg (CD24hiCD38hi) cell subsets in 50 subjects (45F/5M; median age = 49 years): 18 were healthy donors (HD), 20 had isolated HT, and 12 had SSc, seven of whom had both HT and SSc. Breg cells' function was also evaluated by measuring their IL-10 production when stimulated by specific activators. An increased percentage of Th17 lymphocytes characterized HT patients as compared to both HD and the whole group of SSc patients (p = 0.0018). On the contrary, the percentage of unstimulated Breg cells in SSc patients was higher (p = 0.0260), either associated or not with HT, as compared to both HT patients and HD, which, instead, showed a similar percentage of Breg cells. Following a specific stimulation with CpG, the percentages of Breg cells were increased in the whole sample of SSc patients (p < 0.001) as well as in isolated SSc and in SSc+HT ones as compared to isolated HT. However, qualitative analysis, obtained through the detection of the IL-10-producing phenotype, revealed that the percentage of CpG-stimulated CD24hiCD38hi-IL10+cells was significantly decreased in SSc patients (p < 0.0001) with no difference between isolated SSc and SSc+HT patients. The IL-10-producing phenotype was instead slightly increased in HT patients as compared to HD (4.1% vs. 2.8%). The presence of SSc seems to be characterized by an enrichment of total Breg cells but by a reduced Breg IL-10-producing phenotype, representing functional Bregs. This last finding was entirely due to the presence of SSc independently from the association with HT. This behavior is different from the ones described about the association of HT with organ-specific autoimmune disorders."
204,35873647,2022-07-26,Deciphering the Metabolomics-Based Intervention of Yanghe Decoction on Hashimoto's Thyroiditis.,N/A,"Yanghe decoction is a famous formula consisting of 
Nine mice were randomly divided into three groups: control group (group C), model group (group M), and drug administration group (group T), with three mice in each group. Mice in groups M and T were established as models of Hashimoto's thyroiditis, and group T was treated with Yanghe decoction. The metabolome of plasma samples from each group of mice was determined using mass spectrometry coupled with high-performance liquid and gas phases, and nuclear magnetic resonance. Based on the three assays, principal component analysis was performed on all samples, as well as orthogonal partial least squares-discriminant analysis and differential metabolite molecules for groups M and T. Subsequently, pathway enrichment analysis was performed, and the intersection was taken for the differential metabolites screened in the M and T groups. The levels of inflammatory factors IL-35 and IL-6 within the serum of each group of mice were detected.
The difference analysis showed that a total of 38 differential metabolites were screened based on mass spectrometry coupled with the high-performance liquid phase, 120 differential metabolites were screened based on mass spectrometry coupled with gas phase, and a total of 
Our study reveals the metabolites as well as a metabolic network that can be altered by Yanghe decoction treatment of Hashimoto's thyroiditis and shows that Yanghe decoction can effectively reduce the level of inflammatory factors in Hashimoto's thyroid."
205,35871446,2022-07-25,Papillary thyroid cancer with Hashimoto's thyroiditis attenuates the tumour aggressiveness through the up-regulation of E-cadherin and TGF-β expression.,"E-cadherin"", ""Hashimoto’s thyroiditis"", ""Papillary thyroid cancer"", ""Transforming growth factor beta","Human papillary thyroid cancer (PTC) is often associated with Hashimoto's thyroiditis (HT), and their coexistence improves the prognosis of PTC. Aim of the study. The objective of our study is to investigate the expression of cadherins and TGF-β which are regulators in the tumour aggressiveness with metastatic spread in PTC patients and its relationship with HT. The expression of E-cadherin and N-cadherin was measured in thyroid tissues of healthy volunteers and PTC patients with HT (PTC/HT) or without. The E-cadherin expression was also determined in thyroid cancer cells (TPC1, SNU373, SNU790, 8505C, CAL62, and FTC133). Cell migration was measured by wound healing assay. The expression of N-cadherin, ICAM1, and TGF-β was measured in thyroid tissues and plasma. The E-cadherin expression was significantly increased in PTC/HT patients compared with PTC alone. Meanwhile, the N-cadherin expression was significantly decreased in PTC/HT patients. The E-cadherin expression was only observed in FTC cells, and the overexpression of E-cadherin inhibited cancer cell migration. The TGF-β expression was significantly increased in PTC/HT patients, and the plasma levels were higher in PTC/HT patients than in PTC alone. The expression of N-cadherin and ICAM-1 was significantly decreased in PTC/HT patients. Our results indicate that the expression of E-cadherin and TGF-β was higher in PTC/HT patients than in PTC alone. This suggests that the presence of PTC with HT may attenuate the tumour aggressiveness and metastasis through the up-regulation of E-cadherin and TGF-β expression."
206,35869461,2022-07-23,Ultrasound gray scale ratio for differential diagnosis of papillary thyroid microcarcinoma from benign micronodule in patients with Hashimoto's thyroiditis.,"Echogenicity"", ""Hashimoto’s thyroiditis"", ""Papillary thyroid microcarcinoma"", ""Thyroid nodule"", ""ultrasound gray scale ratio","To investigate the diagnostic value of ultrasound gray scale ratio (UGSR) in differentiating papillary thyroid microcarcinomas (PTMCs) from benign micronodules (BMNs) in patients with Hashimoto's thyroiditis (HT).
The ultrasound images of 285 PTMCs (from 247 patients) and 173 BMNs (from 140 patients) in the HT group, as well as 461 PTMCs (from 417 patients) and 234 BMNs (from 197 patients) in the non-HT group were retrospectively analyzed. The diagnosis of all cases was confirmed by histopathological examinations. The gray scale values of the nodules and surrounding thyroid tissues were measured and subsequently the UGSRs were calculated. Receiver operating characteristic curve analysis was used to determine the area under the curve (AUC), optimal UGSR threshold, sensitivity and specificity in differentiating PTMCs and BMNs in the two groups.
The UGSR of PTMC and BMN was 0.52 ± 0.12 and 0.85 ± 0.24 in the HT group (P < 0.001), and 0.57 ± 0.13 and 0.87 ± 0.20 in the non-HT group (P < 0.001), respectively. The difference in PTMC-UGSR was significant between the two groups (P < 0.001), whereas BMN-UGSR did not differ between the two groups (P = 0.416). The AUC, optimal UGSR threshold, sensitivity and specificity of UGSR for differentiating PTMC and BMN in the HT and non-HT group were 0.890 versus 0.901, 0.68 versus 0.72, 91.23% versus 90.67%, and 77.46% versus 82.05%, respectively.
The USGR of the HT group was lower than that of the non-HT group. Moreover, UGSR exhibited important diagnostic value in differentiating PTMC from BMN in both HT and non-HT groups."
207,35865764,2022-07-23,Acute arthritis revealing Hashimoto's thyroiditis.,"Hashimoto disease"", ""arthritis"", ""autoimmune thyroiditis"", ""thyroiditis","Rheumatic manifestations can reveal hypothyroidism, such as arthritis and nonspecific musculoskeletal symptoms. We report herein the case of an acute polyarthritis revealing Hashimoto's thyroiditis (HT). Hormone replacement therapy leads to the resolution of arthritis related to HT, suggesting the role of thyroid hormone in the pathogenesis of arthritis."
208,35860079,2022-07-22,Autoimmune thyroiditis a fibrous variant of Hashimoto's thyroiditis: A rare case.,"AITD, Autoimmune Thyroid Disorder"", ""Autoimmune hypothyroidism"", ""FNA, Fine Needle Aspiration"", ""Fibrous Hashimoto's thyroiditis"", ""HT, Hashimoto thyroiditis"", ""Hashimoto's thyroiditis","Hashimoto thyroiditis (HT) is an autoimmune disorder characterized by inadequate thyroid hormone production. A fibrous variant is one of the rarest entities of Hashimoto's thyroiditis disease. A 42 -year-old female patient presented to our service with neck swelling associated with difficulty swallowing; she was discovered to have an enlarged thyroid gland with mass effect. She underwent an ultrasound and fine-needle aspiration (FNA), which was consistent with Hashimoto's thyroiditis -Bethesda category II-. Due to compressive symptoms, we proceeded to total thyroidectomy. The final histopathology revealed numerous polymorphic lymphoid cells, plasma cells, follicular cells, and scattered Hürthle cells, characteristic of fibrous variants. The surgery was complicated with voice hoarseness and hypocalcemia, which was managed successfully with corticosteroids and calcium supplements. The mainline treatment of HT is medical, but surgical intervention can be considered in some cases. A multidisciplinary approach is needed for successful management. Continuous patient monitoring post-operatively is vital to detect and intervene with early surgical complications."
209,35850606,2022-07-20,Thyroid hormone resistance syndrome due to a novel heterozygous mutation and concomitant Hashimoto's Thyroiditis: A pedigree report.,"Hashimoto’s thyroiditis"", ""Thyroid hormone resistance"", ""gene mutation",Thyroid hormone resistance syndrome (THRS) is a rare disease characterized by reduced sensitivity to thyroid hormones. Mutations in the thyroid hormone receptor beta (
210,35846322,2022-07-19,Can Digit Ratio (2D:4D) Be Indicative of Predispositions to Autoimmune Thyroid Diseases in Women - Hashimoto Thyroiditis and Graves' Disease?,"Graves’ disease"", ""Hashimoto thyroiditis"", ""autoimmune thyroid diseases"", ""digit ratio"", ""estrogen","Hashimoto thyroiditis and Graves' disease are autoimmune thyroid diseases which occur much more frequently in women than in men. Estrogen receptors are found in the thyroid gland and can modulate the gland's function. Digit ratio (2D:4D) is thought to be a negative correlate of prenatal testosterone and a positive correlate of prenatal estrogen. This study aimed to examine a relationship between right and left 2D:4D in women with Hashimoto thyroiditis and Graves' disease. The cross-sectional study included 106 women with autoimmune thyroid disease: 73 women diagnosed with Hashimoto thyroiditis and 33 women with Graves' disease, together with 70 healthy women as controls. Second and fourth digit length, weight, height were measured directly, and 2D:4D and BMI were calculated. Compared to controls, right and left 2D:4D were significantly higher in women with Hashimoto thyroiditis and lower in women with Graves' disease, the effects were higher for right 2D:4D. The mean length of right 4D was significantly lower in the examined women with Hashimoto thyroiditis than in Graves' disease. Higher right and left 2D:4D in women with Hashimoto thyroiditis suggests that prenatal exposure to high levels of estrogens relative to testosterone may play a role in the development of this disease. Lower right and left 2D:4D in women with Graves' disease suggest a role of high prenatal androgens relative to estrogens in Graves' disease pathogenesis."
211,35845732,2022-07-19,Effect of Ruanjian Xiaoying Granules on Hashimoto Rats with Depression of Liver and Deficiency of Spleen and Effect on Intestinal Microflora.,N/A,"In order to investigate the effect of Ruanjian Xiaoying Granule, experiments were conducted on the intestinal flora of rats with liver depression and spleen deficiency. 48 SPF grade rats are used as the object, and 12 rats are randomly selected as the normal control group. The Hashimoto rat model of liver depression and spleen deficiency type by drug intervention is constructed by the remaining rats. They are randomly divided into three groups: the model group, the traditional Chinese medicine group, and the Jinshuibao group. The normal group and model group are given 2 ml of distilled water twice a day, and the traditional Chinese medicine group is given the Ruanjian Xiaoying granule group (12.96 g/kg/day) twice a day. The Jinshuibao capsule is dissolved in water and given orally at a dose of 0.45 g/kg/day twice a day. After 12 weeks of intervention, the effect is evaluated, and the levels of serum TGAb, TPOAb, and bacterial diversity are compared. Experimental results show that Ruanjian Xiaoying granules can promote the regulation of flora levels in Hashimoto rats with liver depression and spleen deficiency."
212,35822363,2022-07-14,[The value of ACR-TIRADS and C-TIRADS in the diagnosis of nodular Hashimoto thyroiditis and papillary thyroid carcinoma with Hashimoto thyroiditis].,"Hashimoto thyroiditis"", ""nodular Hashimoto thyroiditis"", ""papillary thyroid carcinoma",
213,35804367,2022-07-09,Analysis of risk factors for the development of type 2 diabetes mellitus complicated with Hashimoto's thyroiditis.,"Glycosylated hemoglobin"", ""Hashimoto’s thyroiditis"", ""Parathyroid hormone"", ""Risk factors"", ""Thyroid-stimulating hormone"", ""Type 2 diabetes mellitus","The purpose of this study is to elucidate the correlation between thyroid hormone, glycosylated hemoglobin (HbA1c), vitamin D and type 2 diabetes mellitus (T2DM) with Hashimoto's thyroiditis (HT), and to seek the independent predictors affecting disease development.
The study included 44 T2DM with HT, 94 T2DM, and 112 healthy subjects. We investigated some laboratory factors like thyroid hormone and compared the levels. Independent predictors determination by logistic univariate regression analysis were analyzed. The diagnostic value of thyroid-stimulating hormone (TSH) and threshold concentration were determined by ROC curve.
In T2DM with HT group, levels of PTH, HbA1c were lower and levels of TSH were significantly higher, when compared with T2DM group. But there was no significant difference in vitamin D between these two groups. In both logistic univariate regression analysis and multiple logistic regression analysis, TSH, HbA1c were independent predictors for T2DM with HT. Based on the ROC curve, the best cut-off value of the TSH was 4 mIU/L (sensitivity 72.7%, specificity 94.6%, AUC = 0.832) for predicting T2DM with HT in T2DM patients.
TSH has increased risk for T2DM evolving into T2DM complicated with HT, so it is important to monitor the concentrations of TSH in patients with T2DM. Although vitamin D was not the independent predictor in T2DM with HT development, effect of vitamin D deficiency on the progress of diabetes and its complications should be taken into consideration."
214,35800865,2022-07-09,Hashimoto's encephalopathy with psychiatric presentation.,"Hashimoto's encephalopathy"", ""neuropsychiatric presentation"", ""steroid-responsive","Hashimoto's encephalopathy is an uncommon neuropsychiatric syndrome with varied clinical presentations. It presents as an encephalopathy without central nervous system infection or tumor. Mostly observed ones are seizures, cognitive impairment, movement disorders, altered sensorium, and behavioral and psychotic symptoms. Treatment with steroids and immunosuppressants has led to excellent remission rates. Here, we report a case of a 55-year-old male who presented predominantly with psychiatric symptoms and rapidly progressing dementia. The patient was managed by intravenous steroids and low-dose oral risperidone. Prompt investigations and diagnoses helped in treating the condition. This case highlights that timely diagnosis can lead to an excellent prognosis in this condition."
215,35795668,2022-07-08,"Gene Expression Signatures Reveal Common Virus Infection Pathways in Target Tissues of Type 1 Diabetes, Hashimoto's Thyroiditis, and Celiac Disease.","Hashimoto’s thyroiditis"", ""celiac disease"", ""gene expression signatures"", ""target tissues"", ""type 1 diabetes","Type 1 diabetes (T1D) patients are at heightened risk for other autoimmune disorders, particularly Hashimoto's thyroiditis (HT) and celiac disease (CD). Recent evidence suggests that target tissues of autoimmune diseases engage in a harmful dialogue with the immune system. However, it is unclear whether shared mechanisms drive similar molecular signatures at the target tissues among T1D, HT, and CD. In our current study, microarray datasets were obtained and mined to identify gene signatures from disease-specific targeted tissues including the pancreas, thyroid, and intestine from individuals with T1D, HT, and CD, as well as their matched controls. Further, the threshold-free algorithm rank-rank hypergeometric overlap analysis (RRHO) was used to compare the genomic signatures of the target tissues of the three autoimmune diseases. Next, promising drugs that could potentially reverse the observed signatures in patients with two or more autoimmune disorders were identified using the cloud-based CLUE software platform. Finally, microarray data of auto-antibody positive individuals but not diagnosed with T1D and single cell sequencing data of patients with T1D and HT were used to validate the shared transcriptomic fingerprint. Our findings revealed significant common gene expression changes in target tissues of the three autoimmune diseases studied, many of which are associated with virus infections, including influenza A, human T-lymphotropic virus type 1, and herpes simplex infection. These findings support the importance of common environmental factors in the pathogenesis of T1D, HT, and CD."
216,35793849,2022-07-07,IgG4-positive Hashimoto thyroiditis and its association with IgG4-related sclerosing disease.,"Ear, nose and throat/otolaryngology"", ""Thyroiditis","A woman in her 50s was referred with suspected thyroid malignancy and underwent total thyroidectomy. Immunohistochemical analysis revealed IgG4-positive Hashimoto's thyroiditis. IgG4-related thyroid disease is poorly understood, and thought to encompass various entities including IgG4-positive Hashimoto's thyroiditis, Fibrosing Variant of Hashimoto's thyroiditis, Reidel's thyroiditis and Graves' disease with elevated IgG4 levels. Furthermore, it may be associated with a systemic fibrosing condition called 'IgG4-related sclerosing disease'. The clinical significance of IgG4-positive thyroid disease, however, remains unclear."
